店舗名,住所,lat,lng
牛角鷺沼店,神奈川県川崎市宮前区鷺沼3-1-27,35.578296,139.5721373
牛角 横須賀汐入店,神奈川県横須賀市本町2-1-12,35.2832417,139.662747
牛角溝の口店,神奈川県川崎市高津区溝口2-6-32,35.6006597,139.6100596
牛角 藤沢店,神奈川県藤沢市南藤沢3-4,35.3380562,139.4888159
牛角 横浜北幸店,神奈川県横浜市西区北幸2-2-6,35.4656095,139.6169307
牛角 横須賀モアーズシティ店,神奈川県横須賀市若松町2-30,35.2782185,139.6701623
あだんの盛,神奈川県川崎市中原区新城2-3-9,35.5835852,139.6316192
牛角 橋本店,神奈川県相模原市緑区橋本3-17-3,35.5951934,139.3466728
牛角 東戸塚店,神奈川県横浜市戸塚区品濃町548-1,35.4316362,139.558013
牛角 横浜ムービル店,神奈川県横浜市西区南幸2-1-22,35.4637896,139.6189455
食べ放題・飲み放題元町 de 焼肉DOURAKU,神奈川県横浜市中区新山下1-2-8,35.4423847,139.6540572
牛角 南本宿店,神奈川県横浜市旭区南本宿町35-5,35.4599795,139.5413425
牛角日吉店,神奈川県横浜市港北区日吉本町1-19-17,35.5533962,139.6453387
大ちゃん,神奈川県川崎市麻生区栗平2-2-5,35.6069293,139.4801779
天山,神奈川県横浜市西区高島2-19-12,35.4645561,139.6246488
牛角 伊勢原店,神奈川県伊勢原市桜台3-6-6,35.3936199,139.3161615
HAYA 江ノ島店,神奈川県藤沢市片瀬海岸2-16-20,35.3085114,139.4826855
カルビ屋大福中央林間店,神奈川県大和市中央林間8-8-5,35.5079585,139.4486901
牛角 厚木妻田店,神奈川県厚木市妻田北3-1-2,35.4653376,139.3553131
ひょうたん,神奈川県横浜市緑区台村町283,35.5146809,139.5384295
横濱ホルモン会館 エース 本厚木店,神奈川県厚木市中町2-10-23,35.4418044,139.3646914
大徳壽 みなとみらい,神奈川県横浜市中区桜木町1-1-7,35.4524952,139.6303858
娯楽苑,神奈川県横浜市戸塚区戸塚町4191,35.3951044,139.5299011
牛角武蔵小杉店,神奈川県川崎市中原区小杉町3-69-1,35.573074,139.6567726
BQG,神奈川県川崎市川崎区藤崎4-15-13,35.5235273,139.7218659
韓の台所別邸 川崎店,神奈川県川崎市川崎区砂子2-1-10,35.5290129,139.6993945
西の屋,神奈川県川崎市川崎区浜町4-17-24,35.5166699,139.7230502
アリラン亭浅間町本店,神奈川県横浜市西区浅間町3-177-1,35.4609958,139.6082366
ワンカルビ 川崎宮前店,神奈川県川崎市宮前区犬蔵3-9-12,35.590525,139.5538579
ワンカルビ 大和上和田店,神奈川県大和市上和田字上ノ原39-1,35.44701939999999,139.4745686
ワンカルビルララこうほく店,神奈川県横浜市都筑区中川中央2-2-1,35.5487776,139.5778169
ワンカルビ相模原星が丘店,神奈川県相模原市中央区星が丘1-1-27,35.5645323,139.3696017
ホルモン専門店 烈横浜鶴屋町店,神奈川県横浜市神奈川区鶴屋町2-12-3,35.4688414,139.623115
十勝ホルモンKEMURI阪東橋店,神奈川県横浜市中区曙町4-49,35.4388127,139.6263918
牛國,神奈川県横浜市中区伊勢佐木町2-10-4,35.4437539,139.6312342
さかい横須賀馬堀海岸店,神奈川県横須賀市大津町1-22-8-2F,35.2646913,139.6956001
牛角 菊名店,神奈川県横浜市港北区菊名6-1-7,35.5105549,139.6316266
牛角上大岡西口店,神奈川県横浜市港南区上大岡西1-10-9,35.4105458,139.5963708
食彩和牛 しげ吉大和本店,神奈川県大和市深見西2-1-3,35.4751763,139.4621496
牛角中山店,神奈川県横浜市緑区中山町301-6,35.5103995,139.5452552
横浜慶州苑菊名店,神奈川県横浜市港北区篠原北1-1-2,35.5094661,139.6303791
韓食菜炎 ヨンドン藤沢駅南口店,神奈川県藤沢市南藤沢23-10,35.3377988,139.4862625
エイジング・ビーフ横浜店,神奈川県横浜市神奈川区鶴屋町1-7-1,35.4692578,139.624245
炭火串居酒屋 とりあえず,神奈川県横浜市保土ケ谷区川辺町2-2,35.4600271,139.5972224
和牛屋 老舗肉問屋直営 小田原店,神奈川県小田原市栄町3-1-10,35.2578245,139.1587558
空,神奈川県横浜市金沢区能見台通22-8,35.3609884,139.6251133
童,神奈川県鎌倉市大船1-22-13,35.3522613,139.5328612
肉卸直送×黒毛和牛焼肉かまくら本店,神奈川県鎌倉市小町2-10-18,35.3199062,139.552218
けやき,神奈川県横浜市磯子区洋光台3-10-15,35.379814,139.5944808
平塚ホルモンセンター 小太郎,神奈川県平塚市代官町10-10,35.3264624,139.3522575
景福宮,神奈川県足柄下郡箱根町仙石原74-1,35.2724856,139.0118403
大徳壽 関内本店,神奈川県横浜市中区羽衣町2-5-15,35.4437802,139.6341995
四代目 加藤牛,神奈川県横浜市金沢区泥亀2-8-18,35.3375919,139.6257244
名物ホルモン 七輪もつ焼き 鉄 二子新地,神奈川県川崎市高津区二子2-1-4,35.6075277,139.6224734
牛狩（モーカル）～MOCAL～,神奈川県藤沢市鵠沼石上1-5-15,35.3361733,139.4893869
よこづな,神奈川県横浜市青葉区美しが丘1-12-3,35.5790458,139.5548297
ひつじの王様,神奈川県横浜市西区岡野2-1-21-4,35.4603885,139.6143585
カルビの王国センター南店,神奈川県横浜市都筑区茅ヶ崎中央7-13,35.5430623,139.5748912
蔵のカルビ寒川店,神奈川県高座郡寒川町宮山120-5,35.3722265,139.383222
横濱慶州苑,神奈川県横浜市港北区新横浜2-5-16,35.5091353,139.6156061
食肉卸直営・黒毛牛専門北条焼肉センター 小田原店,神奈川県小田原市栄町1-14-54,35.2543334,139.1579156
炭火・七輪 ホルモン焼 珍満,神奈川県大和市南林間2-10-9,35.4962563,139.445986
牛角港北ニュータウンセンター南店,神奈川県横浜市都筑区茅ヶ崎南5-1-48,35.5424187,139.5703044
食彩和牛 しげ吉はなれ,神奈川県大和市大和東3-7-11,35.4728995,139.4638009
吉の二 名物塩だれホルモン 溝の口,神奈川県川崎市高津区溝口2-3-6,35.5996469,139.6096812
海老名食堂,神奈川県海老名市中央1-7-1,35.4533661,139.3928832
韓の台所京急川崎店,神奈川県川崎市川崎区駅前本町21-1,35.5331427,139.7009797
BBQ DAYS 新百合ヶ丘エルミロード店,神奈川県川崎市麻生区上麻生1-4-1,35.6031667,139.5094372
食彩和牛 しげ吉横浜元町店,神奈川県横浜市中区石川町1-15,35.4388265,139.645259
ひょうたん石川町店,神奈川県横浜市中区石川町1-13-8,35.4384809,139.6448007
銘柄豚サムギョプサル韓国料理千ちゃん 川崎,神奈川県川崎市川崎区砂子2-3-12,35.530107,139.7000325
牛雅,神奈川県横浜市青葉区青葉台1-15-4,35.5461778,139.5172816
溝の口ドカンドカン酒場溝口西口商店街店,神奈川県川崎市高津区溝口2-7-15,35.6003133,139.6096859
ボンちゃん ベトナム料理,神奈川県小田原市栄町2-7-34,35.2556103,139.1583009
隠れ家個室 茶き茶き溝の口,神奈川県川崎市高津区溝口1-12-10,35.600467,139.6126421
かやらん仲町台店,神奈川県横浜市都筑区仲町台2-1-12,35.5360876,139.5937426
韓国家庭料理・韓国居酒屋 ハンアリ,神奈川県厚木市中町2-1-22,35.44024590000001,139.3654438
海鮮居酒屋 はなの舞 二俣川南口店,神奈川県横浜市旭区二俣川2-62-7,35.4621444,139.532287
国産黒毛和牛×韓国料理 濱や本館 関内,神奈川県横浜市中区常盤町6-76,35.4479911,139.6342491
あけぼの食堂,神奈川県横浜市神奈川区鶴屋町2-19,35.4691548,139.6222106
【個室完備】鮮魚と焼鳥ともつ焼きすみび 大和店,神奈川県大和市大和南1-2-12,35.4697025,139.4627649
豚まる,神奈川県藤沢市南藤沢23-10,35.3377988,139.4862625
食彩和牛 しげ吉 本厚木店,神奈川県厚木市泉町4-6,35.439341,139.3663898
シュラスコ＆ビアレストラン ALEGRIA YOKOHAMA,神奈川県横浜市西区南幸2-13-22,35.463681,139.6171994
シュラスコ＆ビアレストラン ALEGRIA みなとみらい,神奈川県横浜市中区本町6-50-10,35.4503614,139.6342277
ホルモン商事 寅や,神奈川県平塚市紅谷町14-3,35.3278318,139.3474339
やきにくガッッツ,神奈川県横浜市鶴見区鶴見中央4-18-5,35.5067473,139.6792111
シュラスコ＆ビアレストラン ALEGRIA 溝の口,神奈川県川崎市高津区溝口1-11-8,35.600108,139.6124846
名物ホルモン 七輪もつ焼き 鉄ノ四 宮前平,神奈川県川崎市宮前区宮前平1-10-13,35.5847918,139.5823949
肉のとみい綱島店,神奈川県横浜市港北区綱島西2-6-20,35.5366274,139.6323681
牛兵衛 草庵京急上大岡店,神奈川県横浜市港南区上大岡西1-6-1,35.4090381,139.5966154
韓の台所新川通り店,神奈川県川崎市川崎区東田町1-2,35.5279,139.701259
炭焼きとワイン PEQUE【ペケ】新百合ヶ丘,神奈川県川崎市麻生区上麻生1-6-3,35.6019514,139.5096669
A5 黒毛和牛 別所 京城苑,神奈川県横浜市中区港町2-9-7,35.4445518,139.6361778
YAKINIKU 牛慶 ～ヤキニクウシヨシ～鷺沼店,神奈川県川崎市宮前区小台1-19-5,35.5789049,139.5745194
和牛×ワイン×肴飯－月の牛－二俣川,神奈川県横浜市旭区二俣川1-45-24,35.465179,139.5314401
ふくひろ亭,神奈川県横浜市都筑区中川1-14-5,35.5622299,139.5725566
肉小僧 匠川崎西口店,神奈川県川崎市幸区中幸町3-28-1,35.53208,139.6937887
李昇 馬車道店,神奈川県横浜市中区住吉町4-50,35.4469755,139.6357391
やきにくの快下大井店,神奈川県小田原市下大井433-4,35.3138086,139.1612042
かつくら東急たまプラーザ店,神奈川県横浜市青葉区美しが丘1-7,35.5785508,139.5577576
精肉店直営×宮崎牛焼肉シンセン 石川町,神奈川県横浜市中区吉浜町2-36,35.439769,139.6417939
一入,神奈川県横浜市中区野毛町3-160-4,35.4484487,139.6287132
ホルモン亭大ちゃん本厚木,神奈川県厚木市旭町1-8-8,35.4370073,139.3630928
海老名食堂 ホルモン部,神奈川県伊勢原市石田326-1,35.4162924,139.3411826
ベトナム料理専門店サイゴン キムタン 川崎本店,神奈川県川崎市川崎区東田町4-7,35.5294851,139.7018771
ホルモン 藤つぼ,神奈川県横浜市西区高島2-6-41,35.4609829,139.623504
食彩和牛 しげ吉湘南台店,神奈川県藤沢市湘南台2-4-4,35.3964958,139.4654169
Blue Dining Chigasaki （ブルーダイニング 茅ヶ崎）,神奈川県茅ヶ崎市常盤町6-54,35.3248772,139.4384386
食彩和牛 しげ吉戸塚,神奈川県横浜市戸塚区下倉田町202,35.386422,139.5355877
焼売酒場 しげ吉 横浜西口一番街店,神奈川県横浜市西区南幸2-1-15,35.4636872,139.6189123
グリルド エイジング・ビーフ横浜店,神奈川県横浜市神奈川区鶴屋町2-15,35.4679207,139.6230891
韓ノどうらくみなとみらい店,神奈川県横浜市西区みなとみらい4-4-5,35.4602764,139.6281644
味の牛たん 喜助横浜ランドマーク店,神奈川県横浜市西区みなとみらい2-2-1,35.4545635,139.6314218
食彩和牛 しげ吉青葉台店,神奈川県横浜市青葉区若草台17-60,35.55346189999999,139.5052774
大衆すき焼き とみい,神奈川県横浜市港北区綱島西2-2-9,35.5359715,139.6330656
かやらん三ツ沢本店,神奈川県横浜市神奈川区三ツ沢下町2-14,35.47637,139.6154618
ロクデナシ酒場,神奈川県横浜市中区野毛町2-78,35.4473756,139.6295967
みやだい倶楽部,神奈川県川崎市川崎区砂子1-8-8,35.5310689,139.7016992
韓国宮廷料理 ヨンドン本店,神奈川県藤沢市西富530-1,35.3552975,139.4919363
とび蔵本厚木駅前店,神奈川県厚木市中町2-1-1,35.4389185,139.3634602
亀戸ホルモン 横浜鶴屋町店,神奈川県横浜市神奈川区鶴屋町2-16-2,35.4682866,139.6231607
たまちゃん,神奈川県大和市大和東2-6-15,35.4727395,139.4616754
牛極,神奈川県厚木市旭町1-1-1,35.4389666,139.3643431
和牛肉刺しと網焼きichijiku（イチジク）日吉,神奈川県横浜市港北区日吉本町1-21-7,35.5533914,139.6459963
炭火ホルモン焼き酒場 恵の家,神奈川県川崎市多摩区登戸2662-2,35.6177205,139.5663337
国産牛食べ放題 牛仙元住吉,神奈川県川崎市中原区木月1-33-20,35.56488909999999,139.652876
otoCono‐katte．（オトコノカッテ） 本厚木,神奈川県厚木市幸町4-6,35.4397961,139.3701241
大和 ホルモンセンター,神奈川県大和市大和東3-1-18,35.4711987,139.462609
デジキューBBQテラスビナウォーク店,神奈川県海老名市中央1-6-1,35.4527279,139.3934008
野毛ゴールデンホルモン,神奈川県横浜市中区花咲町1-41,35.4488856,139.6301518
いが本舗岸根公園店,神奈川県横浜市港北区篠原町1103-36,35.49583190000001,139.6187031
本厚木ホルモンセンター,神奈川県厚木市泉町2-9,35.439618,139.3652264
デジキューBBQテラス 本厚木ミロード店,神奈川県厚木市泉町1-1,35.4396137,139.3639713
いが本舗（旧：いがイガ）センター北店,神奈川県横浜市都筑区中川中央1-4-7,35.552586,139.5761311
デジキューBBQテラス ドン・キホーテ溝ノ口駅前店,神奈川県川崎市高津区溝口1-13-5,35.5999687,139.6135746
ホルモンラボ NAIZOU研究所 横浜関内店,神奈川県横浜市中区相生町3-53,35.447018,139.6373189
逗子海岸 海の家×BBQ ヴィヴィアナリゾートクラブ,神奈川県逗子市新宿1-2,35.2918313,139.5739956
ホルモン小泉 青葉台,神奈川県横浜市青葉区青葉台1-15-40,35.5461704,139.5171524
ホルモン屋だん 横浜桜木町店,神奈川県横浜市中区野毛町2-66,35.4482831,139.6297583
デジキューBBQテラス アリオ橋本店,神奈川県相模原市緑区大山町1-22,35.5910203,139.3497693
肉刺し酒場 和亭,神奈川県横浜市青葉区藤が丘2-4-5,35.5440991,139.5270052
島豚アグーと沖縄料理居酒屋あかゆら 武蔵小杉,神奈川県川崎市中原区小杉町3-1501-7,35.5760595,139.6573319
ホルモンごえん 野毛店,神奈川県横浜市中区宮川町3-65,35.4472027,139.6278957
牛タン専門店 濱たん（はまたん）新横浜,神奈川県横浜市港北区新横浜2-5-17,35.5091734,139.6155685
食べ放題・飲み放題 大好きや 平塚西口店,神奈川県平塚市紅谷町18-8,35.3288351,139.3457242
牛タン専門店 濱たん（はまたん）関内,神奈川県横浜市中区尾上町3-35,35.4457457,139.6364263
ズシサカバ アリア,神奈川県逗子市逗子2-6-31,35.2968457,139.5801027
アジアンダイニング＆BAR Lutina,神奈川県横浜市戸塚区品濃町550-7,35.4313357,139.5603937
Enfin【アンファン】炎の鉄板料理 × 本厚木リゾート,神奈川県厚木市旭町1-29-14,35.4380094,139.364622
炭焼ホルモン濱蔵 戸塚店,神奈川県横浜市戸塚区戸塚町3949-1,35.396641,139.5311446
やきにく 善～zen～ 肉と麦酒と日本酒,神奈川県海老名市中央3-2-15,35.4498968,139.3910714
やきにく 善～zen～ 肉と麦酒と日本酒,神奈川県海老名市中央3-2-15,35.4498968,139.3910714
厳選和牛×全席個室居酒屋 こすぎ畑,神奈川県川崎市中原区小杉町3-430-1,35.5743285,139.6585048
炭火焼 ホルモン・ジンギスカンたたら 横浜,神奈川県横浜市西区南幸1-10-18,35.4652047,139.6198654
THE BBQ BEACH in KAWASAKI LA CITTADELLA,神奈川県川崎市川崎区小川町1-18,35.52858450000001,139.6973159
大衆うなぎ酒場 B／FISH,神奈川県横浜市中区野毛町1-6,35.4477491,139.6307545
くいもの屋わんビナウォーク海老名店,神奈川県海老名市中央1-18-1,35.4521887,139.3955155
くいもの屋わん横須賀中央店,神奈川県横須賀市若松町2-4,35.2795428,139.669963
くいもの屋わん金沢文庫店,神奈川県横浜市金沢区釜利谷東2-16-34,35.3425829,139.6201065
くいもの屋わん相模大野店,神奈川県相模原市南区相模大野3-12-15,35.5317248,139.4357585
横浜苑,神奈川県横浜市西区南幸1-2-9,35.4674704,139.6226967
串焼き市場,神奈川県平塚市明石町1-32,35.3304063,139.3499326
かやらんセンター南駅前店,神奈川県横浜市都筑区茅ヶ崎中央42-24,35.5460517,139.5729209
鉄板焼 にし田,神奈川県横浜市中区桜木町3-13-3,35.4517199,139.6293499
シュラスコ＆ビアレストラン ALEGRIA 海老名,神奈川県海老名市めぐみ町2-1,35.4538835,139.3901377
海の家 AOSHIRO RESORT,神奈川県藤沢市片瀬海岸2,35.3082965,139.4809269
BQーMARINA,神奈川県平塚市馬入2053,35.334834,139.3691564
西洋軒,神奈川県横須賀市若松町1-10,35.2797432,139.6715014
Beach BBQ uminosugu,神奈川県鎌倉市由比ガ浜4,35.3100842,139.5439111
凪のラム屋,神奈川県川崎市川崎区東田町7-3,35.5295083,139.7027692
韓国料理 ソウル亭,神奈川県横浜市鶴見区鶴見中央4-12-8,35.5062466,139.6784358
シュラスコレストランビア＆バイキングALEGRIA 新横浜,神奈川県横浜市港北区新横浜3-17-15,35.5112231,139.6183368
弥栄 IYASAKA BRIGHT ZUSHI,神奈川県逗子市新宿1-3,35.291805,139.5728487
大黒ふ頭海釣り公園 デイキャンプ＆BBQ GARDEN,神奈川県横浜市鶴見区大黒ふ頭20,35.4556877,139.689692
LOCOHALOI,神奈川県藤沢市鵠沼海岸1-5218,35.3136254,139.4736338
はやとん家,神奈川県鎌倉市由比ガ浜4-12-30,35.3102511,139.5399496
GRUGRU 鶴ヶ峰BBQ GARDEN,神奈川県横浜市旭区鶴ケ峰1-12-29,35.4747956,139.5473873
THE WHARF HOUSE YAMASHITA KOEN,神奈川県横浜市中区山下町279,35.4462272,139.6557838
